Tweet,Target 1,Stance 1
We need governments and corporations to respond AND ordinary people to change our daily habits to consume less. #SemST,The author of this text supports climate change is a real concern,1
"Lot's of time, class over! @nationaljournal #SemST",The author of this text supports climate change is a real concern,2
"@FireUntildawn @chriskkenny Let me guess. You're a LYING, RABID LEFTIST/WARMIST USED TO TWISTING FACTS TO FURTHER YOUR AGENDA #SemST",The author of this text supports climate change is a real concern,2
@LogixLiving my lawn is burnt two days after rain #yeg #SemST,The author of this text supports climate change is a real concern,2
@billmckibben @suzyji Right out of the Big Tobacco playbook! Why is this disgusting strategy so bulletproof? #SemST,The author of this text supports climate change is a real concern,2
@ILuvCO2 @UNGeneva @WMOnews @ParisCOP21 U love CO2 so I can only understand your point of view.But u n I know the trigger of #SemST,The author of this text supports climate change is a real concern,1
@abcnews @Ginger_Zee  how about you give me TWO SENTENCES about climate instead of ending with a bs whale story. #SemST,The author of this text supports climate change is a real concern,1
We could do something...the question is will we says @PaulREhrlich #sustainability #SemST,The author of this text supports climate change is a real concern,1
Thanks #MarcLevine & #Ilike_Mike for supporting legislation on #SemST,The author of this text supports climate change is a real concern,2
"We Aren't The Dinosaurs, We're The Asteroid. #earth #extinction #SemST",The author of this text supports climate change is a real concern,1
@RepTomMarino my priority is to address #SemST,The author of this text supports climate change is a real concern,2
"these days this I #know! I #implemented it years ago & simply walked away but I know, regards Dion #peace #Democracy! #Goal?? #SemST",The author of this text supports climate change is a real concern,2
What do you do to help reverse climate change? Tweet your tips to inspire others! #Tip #SavePolarBear #SemST,The author of this text supports climate change is a real concern,1
@soundofideas we Have to talk about new normals #SemST,The author of this text supports climate change is a real concern,2
Enjoying watching Sir David Attenborough and Obama talk about climate change mitigation #LoveNature #SemST,The author of this text supports climate change is a real concern,1
Can we build #thorium #LFTR now. Before its 200 degrees during summer. #MyACSucks #SemST,The author of this text supports climate change is a real concern,1
"For me watching the #ideology of #capitalism at work is like watching a ""train wreck"" in #progress! #Democracy #Goal? #Future #SemST",The author of this text supports climate change is a real concern,2
What has happened to sunny Colorado?? #cloudy #denver #nosunshine #SemST,The author of this text supports climate change is a real concern,1
What's next after 2 years? :) #thinkbig #world #solution #water #SemST,The author of this text supports climate change is a real concern,1
.@BlissTabitha I'm sure this Eco-Friendly Pope will remember to Turn-Off-the-Lights on his way out #LastPope  #PopeForPlanet  #SemST,The author of this text supports climate change is a real concern,1
"If you have any remaining doubts about climate change, go watch @chasingice on Netflix and proceed to shitting your pants. #SemST",The author of this text supports climate change is a real concern,1
"We cant deny it, its really happening.  #SemST",The author of this text supports climate change is a real concern,1
Paul Leadley Talking about #biodiversity scenarios under #h22 #CFCC15 #SemST,The author of this text supports climate change is a real concern,1
#Technology is a sign of how far we have come! The #ideology of #capitalism is a sign of how far we have to go! #Methodology #SemST,The author of this text supports climate change is a real concern,2
"@ChadCowie Indigenous ppl will save the country, if it's not too late. #SemST",The author of this text supports climate change is a real concern,2
"There's no more normal rains anymore. Always storms, heavy and flooding. #SemST",The author of this text supports climate change is a real concern,1
There are NO two sides to this discussion. --@StopMotionsolo  #SemST,The author of this text supports climate change is a real concern,2
tsgtalexander: GlblWarmingNews And the tooth fairy might be causing kids to lose teeth! #carbontaxscam #Chemtrails #SemST,The author of this text supports climate change is a real concern,0
"Cause and Effect - Dry conditions, wildfires.  #Preventable #HumanCaused #SemST",The author of this text supports climate change is a real concern,1
#Questiontime Who is more likely to solve problems related to #poverty #sustainability & #government? #religion? #business? #SemST,The author of this text supports climate change is a real concern,2
If you do not repent your emission of CO2 you will end up in hell #bible #SemST,The author of this text supports climate change is a real concern,1
"Seriously, how many times can #Republicans be wrong? #ACA #LGBTRights #GovernmentShutdown #AutoBailout #StimulusSpending #SemST",The author of this text supports climate change is a real concern,2
Vallaud-Belkacem: Are we the generation who knew what would happen but who did nothing? Say no! #wakeup #CFCC15 #SemST,The author of this text supports climate change is a real concern,1
There use to be a glacier on the equator. #SemST,The author of this text supports climate change is a real concern,1
Adaptation is something that reduces the negative impact or enhances the positive impact of #CFCC15 #Journey2015 #SemST,The author of this text supports climate change is a real concern,1
@osteomath @capitalweather Funny how you all of a sudden refer to him as a weatherman now  #climatechange...weather. #SemST,The author of this text supports climate change is a real concern,1
Do #Catholics follow #God's word or this #Pope's ramblings?  #SemST,The author of this text supports climate change is a real concern,2
@abcnews afterwards can they call @TonyAbbottMHR and advise him he needs to act on #auspol #SemST,The author of this text supports climate change is a real concern,2
This halcyon summer is over. Climate is on the move. Doug Kelbaugh #CNU23 #declarationsignee #SemST,The author of this text supports climate change is a real concern,1
(2/2) 300 words and be sent to climateconference2015@gmail.com #sustainability #sustainabledevelopment #SemST,The author of this text supports climate change is a real concern,1
David Attenborough being interviewed by President Obama is brilliant & fascinating viewing #ForeignCorrespondent #ABC #tunein #SemST,The author of this text supports climate change is a real concern,2
"Growing concern of Pacific Islanders to adapt to sea level rise, increasing storminess; want to avoid becoming CC refugees #SemST",The author of this text supports climate change is a real concern,1
Someone send some chicken soup or some '80s Conan comics to @jamesbobier4 he's under the weather & noone wants to be there #SemST,The author of this text supports climate change is a real concern,2
@heartlandinst The French? you mean the nation that builds tanks with a rear view mirror and six gears in reverse. #SemST,The author of this text supports climate change is a real concern,2
@JustinTrudeau Hey Justin I will give you 50 cents if you stop talking about climate 'Change' #Ottawa #davidsuzuki #cbc #SemST,The author of this text supports climate change is a real concern,0
@annbritton @NicolleFlint @guinnipig time will prove who's right. #disease #drought #obesity #SemST,The author of this text supports climate change is a real concern,1
"#TakeDownTheFlag & #LoveWins represent tectonic cultural shifts, thanks in no small part 2 Twitter & Facebook. Imagine same 4 #SemST",The author of this text supports climate change is a real concern,2
Why is there no #CaptainPlanet movie??? Rt if u want one. #environment #planet #earth #SemST,The author of this text supports climate change is a real concern,2
Climate change has already cut into the global food supply and is fuelling wars &natural disasters #FoodFactsWithHeroRadio #SemST,The author of this text supports climate change is a real concern,1
John Watterson is attending IPPC meeting to help shape the future of international greenhouse gas emission estimation methods #SemST,The author of this text supports climate change is a real concern,1
Go Dutch New meaning: citizens take their governments to court to make them act on climate promises #Hague #Hope #COP21 #SemST,The author of this text supports climate change is a real concern,1
BIG #DecaYeah and Happy #Smackoff / #EichelDay to @AnthonySalerno & @EagtheDeuce #ValKilmer #Bust #SemST,The author of this text supports climate change is a real concern,2
#SavingMyTomorrow @HBO why are you guys not promoting this like crazy???? #HBO #SemST,The author of this text supports climate change is a real concern,2
Observations on the atmosphere and oceans reflect the human influence in climate change via Dr. Dimitra Founda #rengreece #SemST,The author of this text supports climate change is a real concern,1
When your wearing sweaters in the summer #SemST,The author of this text supports climate change is a real concern,1
@BillMoyersHQ CONGRATULATIONS to the DUTCH!!!!!!! GOOD WORK!!!!!! #Change #SemST,The author of this text supports climate change is a real concern,2
"@rupertmurdoch - feel! I'll bin this one & upload a newer mix in a few days see which version you like better, re's D #peace #SemST",The author of this text supports climate change is a real concern,2
Just got canvassed! Hope you'll join me in supporting @VPIRG this summer! #solar #peoplepower #SemST,The author of this text supports climate change is a real concern,1
We support Australia's Climate Roundtable which is providing a framework for sensible debate ahead of Paris @COP21 #SemST,The author of this text supports climate change is a real concern,1
Amazing interview with @POTUS and David Attenborough #SemST,The author of this text supports climate change is a real concern,2
World Futures Council man at #fsds15 points out absurdity of cost benefit analysis discounting future lives #sustainability #SemST,The author of this text supports climate change is a real concern,1
@RachelNotley what's the plan for getting job-creating big green energy corps located here in #alberta? #taxbreaks #jobs #SemST,The author of this text supports climate change is a real concern,1
Is there a breeze i can catch Lakefront or will I die of a heat stroke there as well? #heatstroke #SemST,The author of this text supports climate change is a real concern,1
Is the new Pahiatua plant going to be primarily coalfired? Large companies like @Fonterra should be taking the lead against #SemST,The author of this text supports climate change is a real concern,1
RT varunkr842: #Please_Save_Trees for our own #Survival to fight #Saveourplanet #SemST,The author of this text supports climate change is a real concern,1
"Humanity is making #mother earth angry, that angriness is the reason for #SemST",The author of this text supports climate change is a real concern,1
@CBSNewYork Seems the marine animals are finally declaring war on man due to man-made environmental destruction. #SemST,The author of this text supports climate change is a real concern,1
Zinta Zommers: need for a unified tool to bring all these variabilities together #CFCC15 #climate #SemST,The author of this text supports climate change is a real concern,1
"Let's all stop saying people don't ""believe"" in Climate Change. It's not a matter of faith. They don't UNDERSTAND #SemST",The author of this text supports climate change is a real concern,1
#AnnapurnaVancheswaran says it took 2 years to cut through the #bureaucracy & speak to Indian #government about #pivotal15 #SemST,The author of this text supports climate change is a real concern,2
"The #greatman @BarackObama met #greatman David Attenborough & change seems possible, attainable. Listen up! #Attenborobama #SemST",The author of this text supports climate change is a real concern,1
Are the voices of younger generations represented at #CSOTA? We have a say in our collective future. #environment #COP21 #SemST,The author of this text supports climate change is a real concern,1
Confession: the state of the world has been getting me down lately.  #deathsincustody #everydayracism #SemST,The author of this text supports climate change is a real concern,2
Whole species #Boomers #GenerationX GenerationY #GenZ Needs a vacation. 25 years on a Greek Island anyone? #HumanExtinction #SemST,The author of this text supports climate change is a real concern,1
@RichardTuffin Tuvalu has been at the forefront of dealing with consequences of climate change. They are realists #auspol #SemST,The author of this text supports climate change is a real concern,1
Sunny  Rainy bipolar weather. Wow real quick ma nigga #SemST,The author of this text supports climate change is a real concern,2
I Like learning in depth about nutrition/health @TEDTalks @NetflixUK #Disease #westerndiet  #Health   #agriculture  #SemST,The author of this text supports climate change is a real concern,2
The facts are in. It is clear as our numbered days. Climate change is humanity's fault. And we are facing extinction. #SemST,The author of this text supports climate change is a real concern,1
#Transpregnancy #transgender is a major reason why scientists can't find a cure to #cancer #aids #SemST,The author of this text supports climate change is a real concern,2
It literarly just took me 10 minutes to get in a bus because an old lady just had to go in front of everyone... #SemST,The author of this text supports climate change is a real concern,2
The default scientific position is skepticism. #tcot #SemST,The author of this text supports climate change is a real concern,2
"Raining again then Im sure, it wi suddenly get warm again right after. #SemST",The author of this text supports climate change is a real concern,1
Rec high temp for this date in Charlotte is 101*. That was set in 1926. T-models were the worst for dangerous emissions. #SemST,The author of this text supports climate change is a real concern,1
GlblWarmingNews And the tooth fairy might be causing kids to lose teeth! #carbontaxscam #Chemtrails #SemST,The author of this text supports climate change is a real concern,0
Why is nothing being done about  #SemST,The author of this text supports climate change is a real concern,2
"I'm blowing AC with the top off, in the middle of the night, in Oregon.. #SemST",The author of this text supports climate change is a real concern,1
When did CO2 become a dangerous pollutant that must be curtailed? What do you exhale again? #Iwantanswers #SemST,The author of this text supports climate change is a real concern,0
There's a great challenge 4 #leadershhip in #globslopportunity 2search synergetic efforts w/ their fellows to get engaged in #SemST,The author of this text supports climate change is a real concern,2
"What is the #energiewende agenda? Why are they not in the ""de-carbonizer"" camp?.  How long will you tolerate the lies?  #SemST",The author of this text supports climate change is a real concern,1
@Myrmecos Still a larval theory. Still poorly modelled. Still unquantified. Still multi-factor. Still flummoxed by albedo. #SemST,The author of this text supports climate change is a real concern,0
If complaining about irrelevant problems were illegal maybe we could solve some of the important issues #itsjustaflag #SemST,The author of this text supports climate change is a real concern,2
"#ClimateChangeDefinitions ""settled science"" = flawed computer models with jiggered data to force a predefined conclusion. #SemST",The author of this text supports climate change is a real concern,0
#Mission:#Climate @ home > Move your thermostat down 2C in winter and up 2C in summer #Tip #DoYourPart #SemST,The author of this text supports climate change is a real concern,1
I am thinking of turning the central heating off. :) #SemST,The author of this text supports climate change is a real concern,2
@GuardianAus @GrogsGamut Nobody denies the climate changes. #SemST,The author of this text supports climate change is a real concern,1
#Mission:#Climate on the road > Give your car a break (by @EPA) #Tip #SemST,The author of this text supports climate change is a real concern,1
Bought media = advertising. Earned media = #socialmedia. Real causes do not have #botfollowers #environment #CrueltyFree #SemST,The author of this text supports climate change is a real concern,1
@DavidSuzukiFDN @cleanenergycan Need hydro bill fix in ON so ppl won't use dirty alt fuels to heat homes. #foodorheat #onpoli #SemST,The author of this text supports climate change is a real concern,1
@shalomshuli I'm guessing there was a lot less humidity back in the time of Moses. #SemST,The author of this text supports climate change is a real concern,1
Can't wait to watch 'When Attenborough Met Obama' Should be fascinating! @POTUS #sirdavidattenborough #lovemydavid #Hero #SemST,The author of this text supports climate change is a real concern,2
"I don't want to be ""that guy"" but can we now make ""climate change denier marriage"" illegal? #MarriageEquaility #Idea #SemST",The author of this text supports climate change is a real concern,1
"Today Europe is breaking heat records, while Asia is breaking the lowest temperature records!! Should we not be concerned?!  #SemST",The author of this text supports climate change is a real concern,1
@eilonwya10 Those items need to come back.  #SemST,The author of this text supports climate change is a real concern,2
#Mission:#Climate @ home > Wrap your water heater in an insulation blanket #Tip #ActOnClimate #SemST,The author of this text supports climate change is a real concern,1
"You know things are pretty out of control when you're happy to have ""only"" 30 degrees C indoor and it feels good. #SemST",The author of this text supports climate change is a real concern,1
"Thx @susanbowenphoto @Omaniblog had fun in my home county, will be back later this summer with @castellscarmen-catching up 4 #SemST",The author of this text supports climate change is a real concern,2
5-6 inches of rain in a day & from next day there is no rain at all. Temperature reaches 39 C in #Ahmedabad.  #environment #SemST,The author of this text supports climate change is a real concern,1
Did u know th #SCOTUS is 2 Decide If #Coal Plants Can Keep #Emitting Unlimited #Mercury 2 r atmosphere? #POTUS #Gop #Justices #SemST,The author of this text supports climate change is a real concern,1
Climate Change Deniers are Like Pre Historic Cave Dwellers: California Governor Jerry Brown #CSOTA #uspoli #cdnpoli #SemST,The author of this text supports climate change is a real concern,1
Have never been so outrageously grateful for a slight cool breeze drifting over my body. Is this the future? #nakedtimes #SemST,The author of this text supports climate change is a real concern,1
#Mission:#Climate @ home > Opt for reusable bags instead of plastic bags (by @gaiam) #Tip #ActOnClimate #SemST,The author of this text supports climate change is a real concern,1
"China, I had plans to work on other things today. Rude. #EUChina #SemST",The author of this text supports climate change is a real concern,2
People at the bar bitching about the heat and drought. No one utters the words #fossilfuel caused #elephantintheroom #denial #SemST,The author of this text supports climate change is a real concern,1
@algore: Will we change? That's the reason we are here. Be of good cheer. We're going to win this #CSOTA #SemST,The author of this text supports climate change is a real concern,1
"avg house in US consumes 10,656 kWh per year 2006, Gore devoured nearly 221,000 kWh more than 20 X the nat average. #onpoli #SemST",The author of this text supports climate change is a real concern,1
"Macro problems face us all, but people focus on micro problems because they are within our immediate power to fix #SemST",The author of this text supports climate change is a real concern,1
Negative times a negative equals a positive...wonder if that applies to emotions too??? #manthoughts #sustainablehumans #SemST,The author of this text supports climate change is a real concern,2
@JustinTrudeau @RethinkFusion @terrybeech @adamjpankratz @JonathanWNV #EngineeringInnovation. Future Green Tech to deal with #SemST,The author of this text supports climate change is a real concern,1
As Western Canada Burns Harper's got his head so deep in the #tarsands he can see #ChristyClark's ankles #BCwildfire #cdnpoli #SemST,The author of this text supports climate change is a real concern,2
I can literally sense the global warming NOW.  #SemST,The author of this text supports climate change is a real concern,1
It's most exciting to witness a major development! @urgenda #SemST,The author of this text supports climate change is a real concern,2
V @QueenNoor V @Guardian The Biggest Story In World Podcast @WhiteHouse @AlGore @TheHill of @GOP STUPIDITY And IGNORANCE! #SemST,The author of this text supports climate change is a real concern,2
".@ClimatParis2015, the climate science forum begins today. Follow its progress on #CFCC15 #SustainableDevelopment #SemST",The author of this text supports climate change is a real concern,1
Dallas still hasn't hit 100 this year. #SemST,The author of this text supports climate change is a real concern,2
Disappointed that we are basing decisions about our very real planet on a man made currency system. #SCOTUS #EPA #SemST,The author of this text supports climate change is a real concern,1
Brilliant talk from @GeorgeMonbiot #Dali Lama @guardian #divestment is the key action for all on #Glasto2015 #SemST,The author of this text supports climate change is a real concern,2
BrettGarrot: BrettGarrot: GlblWarmingNews And the tooth fairy might be causing kids to lose teeth! #carbontaxscam #Chemtrails #SemST,The author of this text supports climate change is a real concern,0
@AssaadRazzouk @TheEarthNetwork @wynnandreid USA is behind....due to IDIOCY #SemST,The author of this text supports climate change is a real concern,2
RT @fadoben60: When the rate of #Utilisation exceeds the rate of #Regeneration then it calls for #DEGRADATION. #michachallen... #SemST,The author of this text supports climate change is a real concern,2
@irish0831 Good grief! I can feel the desperation seeping off the page.   GOOD. We've got 'em on the ropes.  #SemST,The author of this text supports climate change is a real concern,2
Building Renovations. Turn $10MM into $1MMM over time. #business #money #wallstreet #enterprise #entrepreneur #engineering #SemST,The author of this text supports climate change is a real concern,2
#MainauDeclaration2015 60 years later..#LiNo15 Laureates and young scientists say it is time to act #SemST,The author of this text supports climate change is a real concern,1
"I bet as a species, Man farts more today due to: Soda, Carbonated Beverages & Fast Food than any other recorded era before. #SemST",The author of this text supports climate change is a real concern,2
WHEN THE WELL IS DRY WE KNOW THE VALUE OF #WATER: Ben Franklin #ActOnClimate #EPA #SemST,The author of this text supports climate change is a real concern,1
@RileyRoder And yet James Inhofe tells us that global warming isn't real. #SemST,The author of this text supports climate change is a real concern,1
I don't  care why the globe is warming. I just want to stop it before there is irreparable harm #fuckpolitics #sciencerules #SemST,The author of this text supports climate change is a real concern,1
#COP21 can succeed or fail. If humankind wants to survive something must be done not for nature but for humans. Simple. #SemST,The author of this text supports climate change is a real concern,1
"#Mission:#Climate on the road > Purchase a fuel-efficient, low-greenhouse gas vehicle (by @EPA) #Tip #MissionAccept #SemST",The author of this text supports climate change is a real concern,1
@cschultzwx there has been a ton of lightning up there every other day for the past week! #lolz #SemST,The author of this text supports climate change is a real concern,2
Counting down the days until my PhD starts #77 #tephrochronology #southernhemisphere  #chronology #oxford #SemST,The author of this text supports climate change is a real concern,2
Population growth is only a problem because humans treat the earth like shit.  #govegan #environment #SemST,The author of this text supports climate change is a real concern,1
Questions about the @LancetGH report?  #asklancet tweet chat happening now! #actonclimate #ClimateHealth #SemST,The author of this text supports climate change is a real concern,1
grow food not lawns  Lawns are Ecocide in your yard. #Patriarchy is Ecocide of your own species #DominoEffect #SemST,The author of this text supports climate change is a real concern,1
Why Is The Pope Upset?  via @HuffPostComedy #UnzippedTruth #PopeFrancis #SemST,The author of this text supports climate change is a real concern,2
#KCA #VoteJKT48ID ENGIEgroup: #ENGIE 9 new #COP21 solutions and more here >  #SemST,The author of this text supports climate change is a real concern,2
Pupils in P5-7 from Lincluden Primary are participating in Carbon Busters Project 2015-2016! #LearningForSustainability #SemST,The author of this text supports climate change is a real concern,1
What can young people do about climate change? @ChangeAgentSA @Gen_Earth @EllaBellaC @missearth_sa  #youth #SemST,The author of this text supports climate change is a real concern,1
"@LiberalAus - ""All"" you folks #owe me an #official #apology at this point ""absolute"" ([minimum]), re's D #peace #Transparency #SemST",The author of this text supports climate change is a real concern,2
.@MexONU : #GreenClimateFund projects must be long-lasting & lay the groundwork for low-carbon development economic models #SemST,The author of this text supports climate change is a real concern,1
"Monsignor Sanchez Sorondo: ""Earth is sick. We need to heal it. #SemST",The author of this text supports climate change is a real concern,1
Climate change?! Explain the definition of climate change.. #fraud #CCOT #liberty #CruzCrew #SemST,The author of this text supports climate change is a real concern,0
"First listen, then conviction, next action - Dali Lama on #Glasto2015 #SemST",The author of this text supports climate change is a real concern,2
Scorching summers for UK by end of the century! Thank Rocks I won't be here to suffer them! :-)  #SemST,The author of this text supports climate change is a real concern,1
Considering moving yo Antarctica as thats the only way I could possibly become more #chill #SemST,The author of this text supports climate change is a real concern,2
Artic Ice highest in 10 years for the month of June..yet no headlines.. #scam #SemST,The author of this text supports climate change is a real concern,0
Glad for the millions of lives improved this week. Now let's set our sights on helping millions more. #ImmigrationAction #SemST,The author of this text supports climate change is a real concern,2
Why all talks #Rainforests? 1/6 of the World Russia is not less important ! #DoctorCarbon Advocate #sustainability !   #SemST,The author of this text supports climate change is a real concern,1
"@catethegreat52 yes Catherine, the future of human civilisation depends on this generation & how it acts on #Auspol #SemST",The author of this text supports climate change is a real concern,1
@thewest_com_au @Pammieoz we're way behind everybody on just about everything  #gaymarriage #asylumseekers #SemST,The author of this text supports climate change is a real concern,2
Wind power helped stabilize Texas' power grid during a 2014 cold snap that suddenly increased demand. #ClimateHope #Climate #SemST,The author of this text supports climate change is a real concern,1
#Mission:#Climate @ home > Don't let heat escape from your house over a long period #Tip #EarthRightNow #SemST,The author of this text supports climate change is a real concern,1
@RegimeChangeBC @ndnstyl It's sad to be the last generation that could change but does nothing. #Auspol #SemST,The author of this text supports climate change is a real concern,1
Ocean acidification is the most important scientific crisis that we face today Donna Roberts #CambioClimatico #SemST,The author of this text supports climate change is a real concern,1
Incredibly moving as a scientist weeps on @BBCRadio4 for the #ocean & for our grandchildren's future ttp://bbc.in/1G9uil5 #SemST,The author of this text supports climate change is a real concern,1
"Attenborough: 'The real problem is global' i.e. not just me, or you, but us #SemST",The author of this text supports climate change is a real concern,1
Climate deniers is a term used to silence those pointing out the hypocrisy in the fanatical zeal on  #climatetruth #SemST,The author of this text supports climate change is a real concern,0
"If it doesn't warm up soon @Number10gov, I want my money back on the panels for misselling. #45Minutes #dodgydata #Drtker #SemST",The author of this text supports climate change is a real concern,2
I'm gonna side with the really smart and well educated folks on this one guys. #SemST,The author of this text supports climate change is a real concern,2
The #MNTwins game is going really fast tonight. More proof of #SemST,The author of this text supports climate change is a real concern,2
"Islamists kill in France, Tunisia and Syria. But let's remember that our greatest threat is from the #hoax formerly known as #SemST",The author of this text supports climate change is a real concern,2
"Top-down approach is not only the solution , global governments must act together with global community against #SemST",The author of this text supports climate change is a real concern,1
@lancet  #climatehealth report says we need ambitious programme like Marshall plan or Apollo mission to tackle climate change #SemST,The author of this text supports climate change is a real concern,1
Pope Francis really makin the rounds  #PopeFrancis #SemST,The author of this text supports climate change is a real concern,2
loud ass thunder and three seconds of rain here #thanksobama #SemST,The author of this text supports climate change is a real concern,1
"If we want a future for our/Canadian kids we all need to seriously wake the fuck up,No more talk only action #Harper  #SemST",The author of this text supports climate change is a real concern,1
#rsaeconomy: #tax can surely play a greater role in helping richer countries slow emissions and poor countries transition. #SemST,The author of this text supports climate change is a real concern,1
@ClimateCentral @ChristineMilne Some people r so guilt free #SemST,The author of this text supports climate change is a real concern,2
@NaughtyBeyotch He Is psychic 2  Huh #SemST,The author of this text supports climate change is a real concern,2
@Sam6869 research is irrelevant when biosphere is on the brink of collapse. #deforestation #6thExtinction #war #SemST,The author of this text supports climate change is a real concern,1
@jimrome @Daytripper20 Yea Yea Yea Yea #Smackoff #ValKilmer #SeeingWonder #BumSmack #SemST,The author of this text supports climate change is a real concern,2
@JodyBland the real question is do you feel safe driving a Prius through Harrison?  #SemST,The author of this text supports climate change is a real concern,2
Minister @manupulgarvidal about the importance of #INDCs to build momentum to #Paris2015 at press conference at #UN #SemST,The author of this text supports climate change is a real concern,2
"Yo if you live in the United States right now, and do not believe in Global Climate Change, you're a fucking idiot. #fact #SemST",The author of this text supports climate change is a real concern,1
Eager to learn at the Modern Prosperity event at the @hfxpublib hosted by  @EcologyAction #carbonpricing #jobsjusticeclimate #SemST,The author of this text supports climate change is a real concern,1
@DavidAttenborough meets @BarackObama on #TVNZOne interview on his life and the effects of #SemST,The author of this text supports climate change is a real concern,2
There are a lot of things that need to be done. But first should be changing our mindset.  #WaterManagement #SemST,The author of this text supports climate change is a real concern,1
People need to wake up & realize what's happening to our earth  #hello #SemST,The author of this text supports climate change is a real concern,1
A Dutch court has ruled that the gov must cut emissions under human rights law! Interesting. #climatejustice2015 #SemST,The author of this text supports climate change is a real concern,1
"Noted climatologist, marine biologist,& oceanographer Ted Danson told us 27 yrs ago that the oceans would be dead in 10 yrs. #SemST",The author of this text supports climate change is a real concern,0
In the U.S. coal is dead Al Gore @Cannes_Lions #CannesLions #SemST,The author of this text supports climate change is a real concern,2
Ballot paper posted @timfarron has my vote for leader. Our Liberal voice will be heard #HumanRightsAct #AffordableHousing #SemST,The author of this text supports climate change is a real concern,2
Government trusts you to listen to the narrative but never enough to let you see the proof... #SemST,The author of this text supports climate change is a real concern,2
"What has been will be again, what has been done will be done again; there is nothing new under the sun. Ecclesiastes 1:9 #SemST",The author of this text supports climate change is a real concern,2
"#CSOTA is trending at #3 in Canada on Twitter Now w/ 3,800 Tweets from the #Climate Summit of the Americas! #sm #socialmedia #SemST",The author of this text supports climate change is a real concern,1
"#FF @CarbonTaxCenter, @ProtecThePlanet, @WCSMyanmar, @ClimateWise2015, & @Pragmactivist99. Work for a #green energy future. #SemST",The author of this text supports climate change is a real concern,1
Inland so cal has been hot and humid all day. This seems to be our summers - muggy. So strange. #SemST,The author of this text supports climate change is a real concern,1
Australia...your turn to watch Obama & Attenborough @ABCenvironment #SemST,The author of this text supports climate change is a real concern,2
"@SenWhitehouse "" Dr. David Legates of the University of Delaware explain....higher temperatures lead to higher levels of CO2 #SemST",The author of this text supports climate change is a real concern,1
#Mission:#Climate @ home > Buy drinking water & soda in big bottles... #Tip #SemST,The author of this text supports climate change is a real concern,1
#MainauDeclaration2015.....lets push the Agenga worldwide without any fear #climatejustice2015 #SemST,The author of this text supports climate change is a real concern,1
"Can @BarackObama use $866,615 of jet fuel on His #EarthDay trip to Florida? YES HE CAN!!! -mao @POTUS #FAIL #SemST",The author of this text supports climate change is a real concern,2
@CBCNews @nationalpost The human mind is incapable of dealing with that of which it has no experience  #SemST,The author of this text supports climate change is a real concern,2
"If you say climate change is a myth, you may want to become a fantasy author since you already live in an alternate reality. #SemST",The author of this text supports climate change is a real concern,1
"@DeanLeh @earthguardianz excellent speech! Well done. showed ur video to Birdie,she is ready to be part of the change. #rise #SemST",The author of this text supports climate change is a real concern,2
"Oh: Watching the #news re #Greece currently, it's ([all]) #relative re #why I'm here! Re's D #peace #GMS #Democracy #Goal??? #SemST",The author of this text supports climate change is a real concern,2
Feminists grades in science class usually are as bad as the abysmal success rate of marriage.   #GamerGate #NotYourSh... #SemST,The author of this text supports feminist movement,0
U.S. putting a women on $10 bill instead of $20... anyone else think it's a BS compromise? #TheNew10 #WomenOn20s #Feminist #SemST,The author of this text supports feminist movement,0
".@GloriaSteinem said, ""Women are not going to be equal outside the home until men are equal in it."" Do you agree? #antifeminism #SemST",The author of this text supports feminist movement,0
"I HOPE YOU GET RAPED is apparently how misogynists say ""How dare you not bend to my will?""  #YesAllWomen #SemST",The author of this text supports feminist movement,1
Strict gender roles in the context of a true marriage devoted to raising children will always be the ideal. No substitutes. #tcot #SemST,The author of this text supports feminist movement,0
@Daily_Feminism -- give us a follow back.   #feminist #SemST,The author of this text supports feminist movement,1
"Women are murder, abused, raped and etc but what is apparently more important for feminism are #freethenippple and #Manspreading . #SemST",The author of this text supports feminist movement,0
Ask her father for her hand in marriage. How language reinforces patriarchy. She is his property. And mom? #equality #SemST,The author of this text supports feminist movement,0
Julie Burchill dismissed male suicide as inconsequential because they are men. Her son killed himself this week - karma #SemST,The author of this text supports feminist movement,0
".@brigadam @KlaraJoelsson Abortion is NOT suffering to women - why do you think it is? Do you hate abortion, feminist? #SemST",The author of this text supports feminist movement,0
Turns out it's 3 people who have mansplained to me in the past couple of days. I forgot about the racist bigot #SemST,The author of this text supports feminist movement,0
"I refuse to accept that there is a unbreakable glass ceiling, after all if you hit glass hard enough it will shatter #glassceiling #SemST",The author of this text supports feminist movement,1
In reading the #BeingFemale tweets I realized how fortunate I am to be able to rent and live in an apartment alone. #rights #fight #SemST,The author of this text supports feminist movement,0
i have autocorrect switched off smh i dnt need u im independent #SemST,The author of this text supports feminist movement,2
WOW.  Why is gay marriage legal but LESBIAN marriage isn't?!  WHAT THE FUCK @POTUS FIX THIS NOW #SemST,The author of this text supports feminist movement,2
"Rather be an ""ugly"" feminist then be these sad people that throws hat on people that believes in equality! #SemST",The author of this text supports feminist movement,1
@elllode BUT SHE RUNS IN HIGH HEELS #SemST,The author of this text supports feminist movement,0
I saw a little girl wearing a mustache from the vending machine. #equality #SemST,The author of this text supports feminist movement,0
RT @rossansguil: Nothing like dudes joking about molesting me right to my face... #SemST,The author of this text supports feminist movement,1
